customer_id,country,city,tenure_days,freq,monetary,avg_amount,max_amount,recency_days,avg_gap_days,label_churn
1030,IN,Bengaluru,289,4,537.7090942503027,134.42727356257566,194.71188148505837,30.0,28.0,0
1031,IN,Hyderabad,166,7,1124.4567292888346,160.63667561269065,302.9846952037032,8.0,24.5,0
1032,UK,Manchester,262,7,684.6485227168008,97.80693181668583,234.0084331643182,37.0,23.0,0
1033,UK,London,285,3,797.3864202898155,265.7954734299385,393.08974217031886,55.0,72.0,0
1034,UK,Manchester,91,1,93.37443427537588,93.37443427537588,93.37443427537588,34.0,,0
1035,US,Austin,87,1,80.73288277262688,80.73288277262688,80.73288277262688,7.0,,0
1036,UK,London,122,6,1123.0401247540547,187.1733541256758,528.8546179391404,8.0,18.8,1
1037,SG,Singapore,233,3,915.0900540503885,305.0300180167962,541.0144011126488,5.0,74.5,0
1038,SG,Singapore,278,7,850.7423768470995,121.53462526387136,256.58529656743576,31.0,18.833333333333332,0
1039,US,SF,149,1,158.4291322398403,158.4291322398403,158.4291322398403,21.0,,0
1040,DE,Munich,203,2,548.2649281391348,274.1324640695674,414.4801515251589,131.0,50.0,0
1041,SG,Singapore,273,5,1685.2251438307017,337.0450287661403,544.0283758261174,7.0,46.0,0
1042,UK,London,191,2,443.87955841582414,221.93977920791207,307.4273695109891,23.0,36.0,0
1043,US,NYC,292,8,2184.8403639615594,273.10504549519493,460.3415839213077,5.0,20.428571428571427,0
1044,UK,Manchester,100,1,100.5284380510966,100.5284380510966,100.5284380510966,81.0,,0
1045,UK,London,243,3,434.3610037384981,144.78700124616603,275.82824417489707,6.0,92.0,0
1046,US,Austin,154,1,363.4396074575959,363.4396074575959,363.4396074575959,22.0,,0
1047,UK,London,231,2,328.3935321478032,164.1967660739016,202.2619279815314,105.0,41.0,0
1048,DE,Munich,185,4,1383.778925705445,345.9447314263613,733.5600119154059,35.0,31.666666666666668,0
1049,DE,Berlin,179,2,411.8588296881921,205.92941484409604,252.11009229301004,134.0,45.0,0
1050,UK,London,259,4,591.9523474809263,147.98808687023157,178.1303795825484,45.0,46.333333333333336,0
1051,US,Austin,87,2,196.94763495192734,98.47381747596367,111.6152630220788,45.0,7.0,0
1052,SG,Singapore,129,2,364.46613370143814,182.23306685071907,246.76908141599552,29.0,73.0,0
1053,SG,Singapore,93,0,,,,,,1
1054,SG,Singapore,103,1,191.90256657804144,191.90256657804144,191.90256657804144,27.0,,1
1055,UK,London,168,3,740.5449597484544,246.84831991615147,338.3886635752448,77.0,31.5,0
1056,US,Austin,97,1,159.79997614801687,159.79997614801687,159.79997614801687,61.0,,1
1057,DE,Berlin,280,3,506.2251143115235,168.74170477050782,206.62203897816045,123.0,37.5,1
1058,IN,Delhi,256,6,669.5018142535715,111.58363570892858,161.890567674937,35.0,27.0,0
1059,US,Austin,290,9,1434.0165591191658,159.33517323546286,232.46650582235677,52.0,16.625,0
1060,US,Austin,228,5,590.4888818370019,118.09777636740039,174.4217408856772,10.0,46.25,0
1061,DE,Berlin,214,8,1835.722118595896,229.465264824487,480.2170476608656,4.0,27.571428571428573,0
1062,DE,Munich,240,3,277.4983049353442,92.49943497844806,137.069759857898,79.0,51.5,0
1063,SG,Singapore,118,3,363.2192063873174,121.07306879577247,165.72167537850927,16.0,40.5,1
1064,SG,Singapore,221,1,134.86081719993868,134.86081719993868,134.86081719993868,11.0,,0
1065,SG,Singapore,238,4,596.6164029357183,149.15410073392957,166.48482485846912,13.0,34.333333333333336,1
1066,IN,Mumbai,180,5,697.3716732961831,139.4743346592366,375.70334366015385,61.0,26.0,1
1067,UK,London,269,3,632.567552911205,210.85585097040166,222.7789072638123,63.0,63.0,0
1068,UK,Manchester,123,1,77.21177183468365,77.21177183468365,77.21177183468365,69.0,,0
1069,US,SF,283,3,474.8995676391228,158.2998558797076,181.110314493924,22.0,30.0,0
1070,IN,Mumbai,83,0,,,,,,0
1071,SG,Singapore,130,3,347.7079834317651,115.9026611439217,189.40479293959308,11.0,56.0,0
1072,SG,Singapore,256,1,487.8615911400441,487.8615911400441,487.8615911400441,22.0,,0
1073,UK,London,298,3,331.325344398893,110.44178146629766,141.32841919872365,33.0,81.5,0
1074,US,SF,120,4,866.668495283054,216.6671238207635,348.42462300906845,14.0,28.666666666666668,0
1075,US,Austin,144,3,616.5059037361586,205.5019679120529,353.06502010088406,12.0,15.0,0
1076,SG,Singapore,139,2,369.6623681933885,184.83118409669424,214.9066117360724,53.0,37.0,0
1077,SG,Singapore,130,3,350.1722329786263,116.7240776595421,134.55963929962334,13.0,26.0,1
1078,DE,Berlin,283,4,402.77306428510553,100.69326607127638,129.25142926577666,59.0,28.666666666666668,0
1079,IN,Mumbai,221,5,1137.1943289252406,227.4388657850481,424.00716027196734,38.0,28.0,0
1080,UK,London,274,10,1511.632765233592,151.1632765233592,423.91566049382186,11.0,20.333333333333332,0
1081,IN,Bengaluru,110,2,282.3215745036827,141.16078725184136,197.1922706841766,36.0,40.0,1
1082,SG,Singapore,163,0,,,,,,1
1083,IN,Hyderabad,227,3,920.9261403468395,306.9753801156132,519.6033145002667,78.0,19.0,0
1084,IN,Bengaluru,286,5,960.1642819648036,192.03285639296072,313.155178492013,9.0,31.25,0
1085,US,Austin,231,5,1197.656257150636,239.5312514301272,427.09794165113385,5.0,39.75,0
1086,DE,Berlin,228,5,748.0639077005162,149.61278154010324,258.7761247826882,1.0,39.5,0
1087,UK,Manchester,139,0,,,,,,0
1088,US,Austin,159,6,1074.9176827691665,179.15294712819443,277.84213271220216,4.0,30.6,0
1089,US,Austin,105,4,390.76050690184036,97.69012672546009,185.6932208262802,53.0,4.666666666666667,0
1090,UK,Manchester,196,4,807.9136088361114,201.97840220902785,381.38594260359935,128.0,22.333333333333332,0
1091,UK,Manchester,273,4,519.2760667262511,129.81901668156277,183.07209092357837,5.0,56.333333333333336,0
1092,SG,Singapore,143,4,530.0025626861296,132.5006406715324,182.53957538307225,64.0,23.0,1
1093,IN,Bengaluru,132,2,499.0999137103104,249.5499568551552,310.2530644811902,96.0,36.0,0
1094,US,NYC,176,1,41.57836286085707,41.57836286085707,41.57836286085707,121.0,,0
1095,UK,London,130,2,441.81615543573525,220.90807771786763,341.38219869531287,113.0,0.0,1
1096,SG,Singapore,191,1,148.5776285951968,148.5776285951968,148.5776285951968,34.0,,1
1097,SG,Singapore,185,3,599.669306471045,199.8897688236817,231.76309037455204,51.0,61.0,0
1098,IN,Delhi,206,4,541.2494977261423,135.31237443153557,204.39216190350163,25.0,37.333333333333336,0
1099,IN,Bengaluru,294,3,306.014242638517,102.00474754617233,142.93661580529078,57.0,71.5,0
1100,IN,Delhi,276,7,1648.0621295522299,235.43744707889,517.2154621970736,6.0,26.833333333333332,0
1101,UK,London,293,4,421.3531673432399,105.33829183580997,164.3960182762508,1.0,31.0,1
1102,SG,Singapore,160,6,1002.9924691314286,167.16541152190476,325.31929604032325,33.0,24.0,0
1103,UK,Manchester,230,2,399.7346331793228,199.8673165896614,278.4460365191894,146.0,10.0,0
1104,US,Austin,188,3,463.66400831195074,154.5546694373169,182.4781665324672,11.0,36.5,1
1105,US,Austin,100,0,,,,,,0
1106,SG,Singapore,245,4,500.8646833810933,125.21617084527333,219.86734083424932,21.0,45.0,1
1107,US,SF,209,5,1176.457678015958,235.2915356031916,444.86555860672325,53.0,28.75,0
1108,DE,Berlin,134,5,791.0907029903908,158.21814059807815,352.8255464836899,18.0,15.0,1
1109,IN,Delhi,249,6,884.9902822728887,147.4983803788148,193.40458518162092,44.0,31.2,1
1110,DE,Munich,283,5,539.298362563868,107.85967251277359,157.50906365895028,111.0,18.25,0
1111,DE,Munich,236,7,1605.1922447844029,229.31317782634326,518.8569555790103,66.0,21.5,0
1112,DE,Berlin,264,8,1738.4462327131064,217.3057790891383,544.0459121797674,31.0,20.571428571428573,1
1113,IN,Delhi,95,1,201.009776283275,201.009776283275,201.009776283275,81.0,,1
1114,DE,Munich,122,4,862.7387856946993,215.68469642367484,362.6607647677314,3.0,36.0,1
1115,IN,Bengaluru,160,3,384.22877126534706,128.076257088449,176.90790550495677,20.0,25.5,0
1116,US,NYC,108,0,,,,,,1
1117,SG,Singapore,123,2,256.43478272415166,128.21739136207583,164.8724372561514,89.0,6.0,0
1118,US,SF,259,2,204.00039484291176,102.00019742145588,127.91255498035416,54.0,42.0,1
1119,US,SF,103,0,,,,,,0
1120,DE,Berlin,181,2,386.28000060012806,193.14000030006403,242.0878346650676,99.0,72.0,0
1121,IN,Hyderabad,122,4,317.912208771186,79.4780521927965,127.7259943249657,46.0,21.0,0
1122,SG,Singapore,103,3,357.17548556582784,119.05849518860929,192.5295276841666,8.0,10.0,1
1123,IN,Delhi,230,2,309.33012772303215,154.66506386151607,269.4432664999355,71.0,47.0,0
1124,IN,Bengaluru,275,7,1275.6493287808858,182.2356183972694,296.00150250922064,19.0,21.666666666666668,0
1125,US,SF,249,4,382.3362207372162,95.58405518430405,149.05376505363554,13.0,12.333333333333334,0
1126,DE,Munich,206,4,1173.0093632730557,293.2523408182639,659.2573340480142,34.0,40.666666666666664,0
1127,US,SF,120,1,58.4366534729691,58.4366534729691,58.4366534729691,57.0,,0
1128,IN,Bengaluru,110,1,223.12795833636525,223.12795833636525,223.12795833636525,35.0,,0
1129,DE,Berlin,298,3,353.9418475952389,117.98061586507964,146.44246376209955,23.0,36.5,0
1130,DE,Munich,187,2,407.06597478635643,203.53298739317822,210.96652682166064,100.0,82.0,0
1131,DE,Munich,208,7,1155.7729534580353,165.11042192257648,326.6430208938966,20.0,29.0,0
1132,DE,Munich,251,5,722.8320672907442,144.56641345814884,344.800296094139,67.0,29.25,0
1133,US,NYC,273,2,223.4382472132811,111.71912360664055,131.99523049154834,97.0,90.0,0
1134,UK,London,225,7,1201.2070993800255,171.6010141971465,328.7374031873618,2.0,28.666666666666668,0
1135,IN,Delhi,92,0,,,,,,0
1136,UK,London,229,2,226.64709872155265,113.32354936077633,153.8613076214328,18.0,15.0,0
1137,IN,Hyderabad,186,7,1016.2931108213237,145.18473011733195,211.28155072495355,34.0,24.666666666666668,1
1138,SG,Singapore,145,3,399.7213262118818,133.24044207062727,159.883213874283,5.0,67.5,0
1139,IN,Delhi,220,5,640.1547796281378,128.03095592562755,225.36037741689563,19.0,39.75,0
1140,US,NYC,86,1,83.2501502182189,83.2501502182189,83.2501502182189,22.0,,0
1141,SG,Singapore,88,1,109.8649975511842,109.8649975511842,109.8649975511842,87.0,,0
1142,US,SF,244,5,981.2770433157608,196.25540866315217,348.0348339639627,93.0,21.75,0
1143,IN,Bengaluru,190,6,805.622688307891,134.27044805131519,252.57663639757672,57.0,26.6,1
1144,SG,Singapore,233,6,1145.6253411734542,190.93755686224236,440.559107494643,14.0,21.6,0
1145,SG,Singapore,237,5,865.7111878168594,173.14223756337188,260.31761198302166,21.0,39.0,1
1146,DE,Munich,291,3,722.889811385745,240.96327046191502,489.3120358776378,46.0,74.0,0
1147,UK,London,166,5,467.0791383699101,93.41582767398202,140.46753374352028,3.0,40.0,0
1148,UK,London,189,6,664.894578956414,110.81576315940232,201.37423124091168,29.0,25.8,0
1149,UK,Manchester,288,6,1184.5127329747281,197.41878882912135,411.4393368985537,19.0,34.6,0
1150,US,Austin,238,5,744.2394733531878,148.84789467063757,211.63546524151644,16.0,31.0,0
1151,UK,Manchester,100,0,,,,,,1
1152,UK,London,247,5,929.483124368224,185.8966248736448,251.0623966112884,34.0,33.25,0
1153,IN,Hyderabad,268,4,409.07182942358065,102.26795735589516,177.31825398134907,23.0,37.333333333333336,0
1154,SG,Singapore,192,3,724.4844390197591,241.49481300658636,298.1817340770161,52.0,17.5,1
1155,IN,Bengaluru,83,2,428.3670896161555,214.18354480807776,320.63073923473087,39.0,26.0,1
1156,SG,Singapore,246,4,399.47063553897135,99.86765888474284,186.3530957907683,49.0,47.666666666666664,0
1157,US,SF,152,2,393.5216006824815,196.76080034124075,282.7603736843808,52.0,12.0,1
1158,IN,Bengaluru,132,4,594.9079282071248,148.7269820517812,169.01878648507935,7.0,20.666666666666668,0
1159,UK,Manchester,247,3,395.59359237891516,131.86453079297172,155.50158927648982,1.0,86.5,0
1160,US,SF,140,2,260.2579193513951,130.12895967569756,147.6924511714163,66.0,38.0,0
1161,SG,Singapore,219,4,653.3759569602629,163.34398924006572,222.0758322580442,20.0,41.666666666666664,0
1162,SG,Singapore,161,5,1248.3725441619038,249.67450883238075,781.5939700167716,70.0,16.0,0
1163,SG,Singapore,160,4,635.420429014353,158.85510725358824,275.76087283791185,15.0,31.666666666666668,1
1164,IN,Bengaluru,182,4,730.2919711377276,182.5729927844319,221.35368419067663,74.0,34.0,0
1165,UK,London,280,2,369.6563471739247,184.82817358696235,202.4538702769412,92.0,9.0,0
1166,IN,Bengaluru,116,2,318.3586455143018,159.1793227571509,183.94442274493588,24.0,76.0,1
1167,UK,Manchester,229,4,743.2611638435322,185.81529096088306,218.6238399713396,43.0,25.666666666666668,0
1168,SG,Singapore,259,5,764.9866081903948,152.99732163807897,296.8361333312657,28.0,39.75,0
1169,UK,London,291,6,860.5876629159907,143.4312771526651,211.18056649201205,6.0,31.4,1
1170,UK,Manchester,170,2,251.4910871041377,125.74554355206885,128.65163389701462,6.0,76.0,1
1171,UK,London,151,3,443.2151230844481,147.7383743614827,232.69976164000795,6.0,56.0,0
1172,IN,Hyderabad,296,3,886.5465985443631,295.51553284812104,346.71820926884527,28.0,34.5,0
1173,UK,London,187,4,824.4731070726227,206.11827676815568,423.6392389301666,66.0,22.666666666666668,0
1174,IN,Mumbai,250,6,1444.4847963416448,240.7474660569408,396.0255319041385,37.0,31.6,0
1175,US,Austin,158,5,702.660337817563,140.5320675635126,199.26580282472037,53.0,20.0,1
1176,UK,London,261,2,352.29646831799994,176.14823415899997,264.4383494940063,96.0,52.0,0
1177,DE,Munich,148,3,1087.6148053784214,362.5382684594738,509.1247445356856,16.0,45.0,0
1178,SG,Singapore,215,5,679.333535361726,135.8667070723452,253.0260112917637,3.0,42.25,0
1179,IN,Delhi,94,1,95.4991909452952,95.4991909452952,95.4991909452952,79.0,,1
1180,US,Austin,269,0,,,,,,0
1181,IN,Mumbai,225,3,364.6127199522559,121.53757331741862,239.56767002310724,77.0,19.0,0
1182,SG,Singapore,275,3,591.8537624039946,197.2845874679982,275.2457496095003,41.0,74.0,0
1183,DE,Berlin,96,1,121.25101779026976,121.25101779026976,121.25101779026976,81.0,,1
1184,IN,Mumbai,107,2,181.31989034168885,90.65994517084442,109.03398515120958,33.0,69.0,1
1185,UK,London,243,6,955.7310733288574,159.28851222147622,232.88008574723088,26.0,31.2,0
1186,UK,London,155,5,1161.2338407437237,232.24676814874474,496.8158083179855,28.0,25.75,1
1187,US,Austin,120,3,435.02103304668174,145.00701101556058,207.96091843372656,4.0,38.5,0
1188,IN,Mumbai,178,0,,,,,,0
1189,SG,Singapore,183,2,476.7547485671263,238.37737428356314,303.6836709469368,9.0,126.0,1
1190,SG,Singapore,246,6,905.4655751268839,150.910929187814,189.57299454661475,7.0,36.2,1
1191,US,NYC,279,2,1102.2782267287575,551.1391133643788,694.5034921649234,40.0,72.0,1
1192,US,SF,102,0,,,,,,0
1193,IN,Bengaluru,102,1,195.17593861724143,195.17593861724143,195.17593861724143,70.0,,1
1194,UK,Manchester,160,3,499.91448674529954,166.6381622484332,256.0281621455096,18.0,35.0,1
1195,US,SF,225,3,410.62427891080864,136.8747596369362,168.87054910298986,6.0,77.5,0
1196,US,Austin,223,3,382.4467241460376,127.48224138201253,235.08115914900665,19.0,66.5,0
1197,IN,Hyderabad,140,2,279.61711673263306,139.80855836631653,146.66094018482457,102.0,24.0,0
1198,IN,Hyderabad,102,2,455.14804320760976,227.57402160380488,383.2789951931759,79.0,20.0,0
1199,US,NYC,105,1,248.47366846129,248.47366846129,248.47366846129,72.0,,0
1200,DE,Munich,128,0,,,,,,1
1201,UK,London,159,3,804.4930219258811,268.16434064196034,326.7858209713657,26.0,44.5,1
1202,US,NYC,281,8,1290.1877133550063,161.27346416937579,397.11994700179065,6.0,24.428571428571427,1
1203,US,SF,264,3,748.6018371932139,249.5339457310713,366.3080597366096,36.0,66.5,0
1204,UK,Manchester,102,2,214.11458066970744,107.05729033485372,144.0122606594163,54.0,16.0,0
1205,IN,Mumbai,166,5,783.6654802510276,156.73309605020552,380.2806214638061,39.0,30.5,0
1206,UK,Manchester,297,5,926.8996108150653,185.37992216301308,320.6738631821575,57.0,17.25,0
1207,SG,Singapore,277,6,619.2017746968106,103.20029578280177,150.2424466584597,5.0,30.6,0
1208,IN,Delhi,154,0,,,,,,0
1209,UK,London,298,3,450.0860348291924,150.02867827639747,193.6287873641322,41.0,29.5,0
1210,SG,Singapore,264,6,1183.8022000262958,197.30036667104932,446.0902213183929,47.0,19.0,0
1211,IN,Delhi,179,3,260.8267384508799,86.94224615029329,126.87723097218328,47.0,40.5,1
1212,SG,Singapore,148,0,,,,,,1
1213,UK,Manchester,156,4,708.6292523206512,177.1573130801628,404.7864088597997,40.0,28.0,1
1214,DE,Berlin,250,3,297.24831423101136,99.08277141033712,142.29007890435597,4.0,70.5,0
1215,DE,Berlin,143,4,838.8100399590884,209.7025099897721,519.4633240579345,11.0,24.666666666666668,1
1216,UK,London,247,6,1024.591639583052,170.765273263842,266.5143335537881,3.0,29.4,1
1217,DE,Berlin,228,4,785.6345196472561,196.40862991181402,393.05675425952376,32.0,24.0,1
1218,SG,Singapore,136,0,,,,,,0
1219,UK,Manchester,157,2,274.82812567162523,137.41406283581262,169.99312413052945,27.0,34.0,0
1220,IN,Mumbai,113,0,,,,,,1
1221,SG,Singapore,155,3,886.6891397383279,295.56304657944264,401.56289936827983,2.0,61.5,1
1222,IN,Mumbai,175,5,1316.775408841859,263.3550817683718,724.3010684115832,25.0,37.25,0
1223,SG,Singapore,279,3,500.8289115338224,166.94297051127413,202.15952109206154,26.0,59.0,0
1224,DE,Munich,219,5,488.1599624839497,97.63199249678993,150.96953614113758,26.0,42.5,0
1225,DE,Munich,241,1,150.36079328609435,150.36079328609435,150.36079328609435,87.0,,1
1226,SG,Singapore,246,2,373.848796944465,186.9243984722325,253.15604470684332,33.0,109.0,1
1227,US,SF,86,0,,,,,,0
1228,DE,Berlin,213,3,236.63442606714145,78.87814202238049,135.68371931892682,70.0,60.5,1
1229,SG,Singapore,104,1,266.22533440396546,266.22533440396546,266.22533440396546,63.0,,0
1230,DE,Berlin,161,4,546.6521229267056,136.6630307316764,202.84733914530992,6.0,49.0,1
1231,UK,Manchester,125,1,428.4674174987891,428.4674174987891,428.4674174987891,50.0,,0
1232,US,SF,189,3,518.6855025301071,172.8951675100357,285.96624675877314,65.0,47.5,0
1233,SG,Singapore,173,3,409.39354099831,136.46451366610333,183.9978329919968,32.0,57.0,1
1234,DE,Munich,191,6,865.6270193749309,144.27116989582183,266.953552715365,46.0,27.6,0
1235,DE,Berlin,257,5,934.5510553186775,186.91021106373552,266.1392243030384,31.0,15.0,0
1236,SG,Singapore,141,3,621.8847635265201,207.29492117550672,286.88772170123934,32.0,36.5,1
1237,US,Austin,238,8,1421.2098766973,177.6512345871625,380.2401468944354,28.0,24.0,0
1238,IN,Mumbai,294,6,1016.5051258958683,169.41752098264473,444.7880151055277,6.0,37.6,1
1239,SG,Singapore,158,2,195.96391669651777,97.98195834825889,160.391997617443,31.0,64.0,1
1240,IN,Bengaluru,261,6,1680.3387012341375,280.0564502056896,409.6929363925048,40.0,26.8,0
1241,UK,London,93,0,,,,,,1
1242,US,NYC,90,1,185.4975393142524,185.4975393142524,185.4975393142524,17.0,,0
1243,IN,Delhi,99,0,,,,,,1
1244,US,SF,218,2,182.95566778998915,91.47783389499457,125.4238457921225,45.0,33.0,0
1245,SG,Singapore,296,11,1886.026272921246,171.45693390193145,291.7241078388718,38.0,15.8,0
1246,DE,Munich,96,0,,,,,,1
1247,SG,Singapore,205,2,289.87801700313145,144.93900850156572,151.50658560654043,60.0,75.0,0
1248,DE,Munich,87,1,219.4285453836837,219.4285453836837,219.4285453836837,45.0,,0
1249,DE,Berlin,88,0,,,,,,1
1250,US,Austin,112,2,280.3276494509216,140.1638247254608,178.64563656190896,62.0,49.0,0
1251,IN,Delhi,235,6,850.17153973426,141.69525662237666,239.79082375864616,48.0,19.2,0
1252,DE,Berlin,215,6,966.8004977535684,161.1334162922614,407.0334930043773,17.0,36.4,0
1253,US,Austin,113,2,393.06731347705886,196.53365673852943,229.8868174875243,38.0,10.0,0
1254,SG,Singapore,230,5,1142.3657829029294,228.47315658058588,409.68879397883615,3.0,40.25,0
1255,IN,Bengaluru,262,4,1017.7525944213206,254.43814860533016,642.0929232514455,27.0,33.333333333333336,0
1256,IN,Hyderabad,177,8,1454.596609400984,181.824576175123,438.4933558105719,27.0,20.285714285714285,0
1257,US,SF,94,0,,,,,,1
1258,SG,Singapore,147,4,241.16092199212522,60.290230498031306,110.2449505512302,37.0,29.333333333333332,0
1259,DE,Munich,174,6,1320.4534742218725,220.07557903697875,438.6287883322321,85.0,17.8,1
1260,SG,Singapore,278,4,1132.9966731977352,283.2491682994338,476.4985223858165,72.0,33.0,0
1261,US,Austin,164,1,189.8822957165789,189.8822957165789,189.8822957165789,163.0,,1
1262,DE,Munich,82,0,,,,,,0
1263,UK,London,269,8,1393.7712580633583,174.2214072579198,321.9114297520392,63.0,17.857142857142858,0
1264,UK,Manchester,186,3,869.5702525892224,289.8567508630741,343.0267739720503,23.0,51.0,0
1265,US,SF,107,0,,,,,,1
1266,DE,Berlin,137,1,249.4288872893793,249.4288872893793,249.4288872893793,110.0,,0
1267,UK,London,146,1,55.06710683849265,55.06710683849265,55.06710683849265,90.0,,0
1268,UK,Manchester,145,5,709.7436684685105,141.94873369370208,197.44324877988987,23.0,23.0,0
1269,UK,London,221,7,899.0590708434977,128.43701012049968,229.95042960094395,3.0,20.333333333333332,0
1270,US,NYC,235,5,552.3793081635372,110.47586163270743,171.92675973318885,7.0,48.25,0
1271,US,SF,122,0,,,,,,0
1272,US,Austin,122,2,124.76896253401046,62.38448126700523,71.81638703979205,84.0,19.0,1
1273,US,NYC,109,0,,,,,,0
1274,DE,Munich,99,2,169.11678119963887,84.55839059981943,90.4894070008793,16.0,52.0,1
1275,UK,Manchester,187,3,850.8412068204738,283.6137356068246,518.9591912668645,147.0,19.5,1
1276,DE,Berlin,189,8,1664.0648748116243,208.00810935145304,476.333066306448,3.0,24.0,0
1277,US,SF,124,1,188.33607538325347,188.33607538325347,188.33607538325347,11.0,,0
1278,DE,Berlin,157,3,543.2396298806854,181.07987662689513,267.8304476689457,33.0,27.5,0
1279,SG,Singapore,145,3,418.16990834578223,139.3899694485941,177.0389266138242,54.0,25.0,1
1280,DE,Berlin,125,3,332.39975380070615,110.79991793356872,122.26301425177724,34.0,18.0,0
1281,UK,Manchester,104,3,348.2701645949738,116.09005486499126,123.07043586352884,1.0,37.0,0
1282,DE,Munich,225,3,669.9262221816452,223.30874072721508,417.9727653298685,63.0,52.0,1
1283,SG,Singapore,217,3,362.05216682325164,120.68405560775055,159.66959972822755,71.0,42.0,0
1284,DE,Berlin,279,6,1127.5991518682247,187.93319197803746,468.8840403036183,28.0,28.8,0
1285,UK,Manchester,173,5,665.6323155442761,133.12646310885523,218.38623789035125,17.0,36.25,0
1286,DE,Berlin,292,5,823.1438187255616,164.6287637451123,263.78099033259275,13.0,36.25,1
1287,DE,Munich,197,2,276.1942899161498,138.0971449580749,199.3767183333607,41.0,3.0,0
1288,DE,Berlin,180,3,475.5232800938312,158.50776003127706,295.74045518436554,27.0,64.5,0
1289,DE,Berlin,237,4,527.8688722815809,131.96721807039523,232.72262301960345,18.0,38.666666666666664,1
1290,SG,Singapore,170,1,95.79589293339636,95.79589293339636,95.79589293339636,119.0,,0
1291,DE,Berlin,293,10,1585.8330072739382,158.5833007273938,556.036771231816,9.0,15.444444444444445,1
1292,IN,Hyderabad,291,3,607.9692280359603,202.6564093453201,356.0990072627775,32.0,41.5,0
1293,US,SF,119,2,188.7010389137107,94.35051945685535,98.69821647936512,36.0,74.0,1
1294,US,NYC,220,4,773.9623319908563,193.49058299771409,266.61994137084423,37.0,47.333333333333336,1
1295,UK,Manchester,272,3,723.7140606527713,241.23802021759045,553.4445516073372,57.0,40.0,0
1296,UK,London,185,6,1355.5425970008773,225.9237661668129,756.0986571321874,1.0,33.8,0
1297,DE,Munich,130,2,342.72254916925976,171.36127458462988,235.97094973985503,64.0,13.0,0
1298,UK,Manchester,252,0,,,,,,1
1299,UK,Manchester,163,2,391.4983987248851,195.74919936244254,321.6686025182198,53.0,41.0,0
1300,UK,London,281,5,1023.3254994330927,204.66509988661852,400.4897464675276,4.0,30.25,1
1301,DE,Berlin,288,5,803.3394481571788,160.66788963143577,229.02307524686609,23.0,40.0,0
1302,SG,Singapore,183,2,557.8668668758469,278.93343343792344,400.1133295035473,14.0,48.0,0
